tweet_day,tone,tone_count
2020-09-01,Neutral,16760
2020-09-01,Positive,12010
2020-09-01,Negative,2811
2020-09-02,Neutral,18225
2020-09-02,Positive,11030
2020-09-02,Negative,2956
2020-09-03,Neutral,18730
2020-09-03,Positive,11519
2020-09-03,Negative,3335
2020-09-04,Neutral,17643
2020-09-04,Positive,11088
2020-09-04,Negative,2852
2020-09-05,Neutral,14839
2020-09-05,Positive,9445
2020-09-05,Negative,2426
2020-09-06,Neutral,12927
2020-09-06,Positive,8500
2020-09-06,Negative,2425
2020-09-07,Neutral,15545
2020-09-07,Positive,10425
2020-09-07,Negative,3012
2020-09-08,Neutral,16310
2020-09-08,Positive,13667
2020-09-08,Negative,3054
2020-09-09,Neutral,16531
2020-09-09,Positive,15404
2020-09-09,Negative,2913
2020-09-10,Neutral,15730
2020-09-10,Positive,12446
2020-09-10,Negative,2708
2020-09-11,Neutral,15047
2020-09-11,Positive,11029
2020-09-11,Negative,2395
2020-09-12,Neutral,12293
2020-09-12,Positive,9236
2020-09-12,Negative,2083
2020-09-13,Neutral,11749
2020-09-13,Positive,9361
2020-09-13,Negative,2292
2020-09-14,Neutral,15699
2020-09-14,Positive,11341
2020-09-14,Negative,2625
2020-09-15,Neutral,16639
2020-09-15,Positive,11515
2020-09-15,Negative,3023
2020-09-16,Neutral,16741
2020-09-16,Positive,11737
2020-09-16,Negative,3273
2020-09-17,Neutral,15201
2020-09-17,Positive,11292
2020-09-17,Negative,2759
2020-09-18,Neutral,14733
2020-09-18,Positive,10998
2020-09-18,Negative,2560
2020-09-19,Neutral,13414
2020-09-19,Positive,9080
2020-09-19,Negative,2174
2020-09-20,Neutral,13141
2020-09-20,Positive,8902
2020-09-20,Negative,2445
2020-09-21,Neutral,17031
2020-09-21,Positive,10973
2020-09-21,Negative,3294
2020-09-22,Neutral,15503
2020-09-22,Positive,10375
2020-09-22,Negative,2558
2020-09-23,Neutral,16020
2020-09-23,Positive,9979
2020-09-23,Negative,2566
2020-09-24,Neutral,15752
2020-09-24,Positive,10189
2020-09-24,Negative,2556
2020-09-25,Neutral,14758
2020-09-25,Positive,9859
2020-09-25,Negative,2231
2020-09-26,Neutral,11889
2020-09-26,Positive,8393
2020-09-26,Negative,1887
2020-09-27,Neutral,13380
2020-09-27,Positive,12424
2020-09-27,Negative,2130
2020-09-28,Neutral,15352
2020-09-28,Positive,11631
2020-09-28,Negative,2409
2020-09-29,Neutral,15652
2020-09-29,Positive,11744
2020-09-29,Negative,2618
2020-09-30,Positive,19956
2020-09-30,Neutral,14669
2020-09-30,Negative,2716
2020-10-01,Positive,19601
2020-10-01,Neutral,15361
2020-10-01,Negative,3287
2020-10-02,Positive,20894
2020-10-02,Neutral,14561
2020-10-02,Negative,2876
2020-10-03,Positive,13312
2020-10-03,Neutral,11866
2020-10-03,Negative,1967
2020-10-04,Neutral,11555
2020-10-04,Positive,11121
2020-10-04,Negative,2053
2020-10-05,Neutral,14535
2020-10-05,Positive,11928
2020-10-05,Negative,2297
2020-10-06,Neutral,14993
2020-10-06,Positive,11333
2020-10-06,Negative,2640
2020-10-07,Positive,14924
2020-10-07,Neutral,14563
2020-10-07,Negative,2512
2020-10-08,Neutral,19641
2020-10-08,Positive,19507
2020-10-08,Negative,3210
2020-10-09,Positive,21557
2020-10-09,Neutral,19445
2020-10-09,Negative,2871
2020-10-10,Neutral,20265
2020-10-10,Positive,14361
2020-10-10,Negative,2097
2020-10-11,Neutral,15493
2020-10-11,Positive,12746
2020-10-11,Negative,2114
2020-10-12,Neutral,17808
2020-10-12,Positive,14454
2020-10-12,Negative,3109
2020-10-13,Neutral,17862
2020-10-13,Positive,14293
2020-10-13,Negative,3155
2020-10-14,Neutral,18589
2020-10-14,Positive,13271
2020-10-14,Negative,3078
2020-10-15,Neutral,16927
2020-10-15,Positive,14168
2020-10-15,Negative,2432
2020-10-16,Neutral,18640
2020-10-16,Positive,13807
2020-10-16,Negative,2630
2020-10-17,Neutral,14925
2020-10-17,Positive,11912
2020-10-17,Negative,2231
2020-10-18,Neutral,14401
2020-10-18,Positive,12369
2020-10-18,Negative,2444
2020-10-19,Neutral,17989
2020-10-19,Positive,14169
2020-10-19,Negative,3209
2020-10-20,Neutral,20200
2020-10-20,Positive,14016
2020-10-20,Negative,3906
2020-10-21,Neutral,30160
2020-10-21,Positive,25217
2020-10-21,Negative,5999
2020-10-22,Neutral,21658
2020-10-22,Positive,18327
2020-10-22,Negative,3937
2020-10-23,Neutral,17345
2020-10-23,Positive,14984
2020-10-23,Negative,3033
2020-10-24,Neutral,16171
2020-10-24,Positive,13199
2020-10-24,Negative,2951
2020-10-25,Neutral,14775
2020-10-25,Positive,13456
2020-10-25,Negative,2362
2020-10-26,Neutral,17749
2020-10-26,Positive,15147
2020-10-26,Negative,3120
2020-10-27,Neutral,24972
2020-10-27,Positive,17571
2020-10-27,Negative,4819
2020-10-28,Neutral,19169
2020-10-28,Positive,14594
2020-10-28,Negative,4091
2020-10-29,Neutral,18901
2020-10-29,Positive,17380
2020-10-29,Negative,3402
2020-10-30,Neutral,17287
2020-10-30,Positive,13947
2020-10-30,Negative,3303
2020-10-31,Neutral,18890
2020-10-31,Positive,17118
2020-10-31,Negative,2896
2020-11-01,Neutral,15812
2020-11-01,Positive,15501
2020-11-01,Negative,2485
2020-11-02,Neutral,16602
2020-11-02,Positive,15220
2020-11-02,Negative,3077
2020-11-03,Neutral,20250
2020-11-03,Positive,17506
2020-11-03,Negative,3085
2020-11-04,Neutral,23061
2020-11-04,Positive,15500
2020-11-04,Negative,3086
2020-11-05,Neutral,35361
2020-11-05,Positive,21630
2020-11-05,Negative,6217
2020-11-06,Neutral,22673
2020-11-06,Positive,17574
2020-11-06,Negative,4073
2020-11-07,Neutral,17332
2020-11-07,Positive,13984
2020-11-07,Negative,3708
2020-11-08,Neutral,15968
2020-11-08,Positive,13156
2020-11-08,Negative,3513
2020-11-09,Neutral,19609
2020-11-09,Positive,16432
2020-11-09,Negative,3806
2020-11-10,Neutral,18953
2020-11-10,Positive,15362
2020-11-10,Negative,3358
2020-11-11,Neutral,20938
2020-11-11,Positive,16602
2020-11-11,Negative,4245
2020-11-12,Neutral,25625
2020-11-12,Positive,22689
2020-11-12,Negative,5218
2020-11-13,Neutral,21187
2020-11-13,Positive,15098
2020-11-13,Negative,3708
2020-11-14,Neutral,15473
2020-11-14,Positive,10400
2020-11-14,Negative,3225
2020-11-15,Neutral,15302
2020-11-15,Positive,12293
2020-11-15,Negative,3118
2020-11-16,Neutral,22321
2020-11-16,Positive,16939
2020-11-16,Negative,5198
2020-11-17,Neutral,39372
2020-11-17,Positive,29372
2020-11-17,Negative,8793
2020-11-18,Neutral,28806
2020-11-18,Positive,19416
2020-11-18,Negative,5831
2020-11-19,Neutral,21074
2020-11-19,Positive,15583
2020-11-19,Negative,4624
2020-11-20,Neutral,26525
2020-11-20,Positive,19849
2020-11-20,Negative,5705
2020-11-21,Neutral,20128
2020-11-21,Positive,15220
2020-11-21,Negative,4271
2020-11-22,Neutral,17677
2020-11-22,Positive,14484
2020-11-22,Negative,4170
2020-11-23,Neutral,21102
2020-11-23,Positive,16144
2020-11-23,Negative,4662
2020-11-24,Neutral,29028
2020-11-24,Positive,22973
2020-11-24,Negative,6248
2020-11-25,Neutral,22848
2020-11-25,Positive,17723
2020-11-25,Negative,5280
2020-11-26,Neutral,23588
2020-11-26,Positive,17385
2020-11-26,Negative,7002
2020-11-27,Neutral,18953
2020-11-27,Positive,14386
2020-11-27,Negative,5156
2020-11-28,Neutral,16450
2020-11-28,Positive,12563
2020-11-28,Negative,3846
2020-11-29,Neutral,17803
2020-11-29,Positive,12987
2020-11-29,Negative,4012
2020-11-30,Neutral,33539
2020-11-30,Positive,24285
2020-11-30,Negative,7119
2020-12-01,Neutral,25349
2020-12-01,Positive,18310
2020-12-01,Negative,5656
2020-12-02,Neutral,21324
2020-12-02,Positive,15414
2020-12-02,Negative,4320
2020-12-03,Neutral,22184
2020-12-03,Positive,14805
2020-12-03,Negative,4564
2020-12-04,Neutral,22850
2020-12-04,Positive,13637
2020-12-04,Negative,4395
2020-12-05,Neutral,17004
2020-12-05,Positive,14159
2020-12-05,Negative,3563
2020-12-06,Neutral,16152
2020-12-06,Positive,12509
2020-12-06,Negative,3744
2020-12-07,Neutral,19838
2020-12-07,Positive,14525
2020-12-07,Negative,4163
2020-12-08,Neutral,20866
2020-12-08,Positive,14037
2020-12-08,Negative,4329
2020-12-09,Neutral,21135
2020-12-09,Positive,14738
2020-12-09,Negative,4020
2020-12-10,Neutral,19603
2020-12-10,Positive,14616
2020-12-10,Negative,3949
2020-12-11,Neutral,17544
2020-12-11,Positive,13586
2020-12-11,Negative,3905
2020-12-12,Neutral,17513
2020-12-12,Positive,12762
2020-12-12,Negative,3539
2020-12-13,Neutral,18775
2020-12-13,Positive,13108
2020-12-13,Negative,3578
2020-12-14,Neutral,19418
2020-12-14,Positive,14422
2020-12-14,Negative,4472
2020-12-15,Neutral,20050
2020-12-15,Positive,14617
2020-12-15,Negative,4132
2020-12-16,Neutral,65296
2020-12-16,Positive,39669
2020-12-16,Negative,11614
2020-12-17,Neutral,50303
2020-12-17,Positive,34539
2020-12-17,Negative,10701
2020-12-18,Neutral,30624
2020-12-18,Positive,22590
2020-12-18,Negative,7531
2020-12-19,Neutral,28639
2020-12-19,Positive,20446
2020-12-19,Negative,6113
2020-12-20,Neutral,32651
2020-12-20,Positive,25480
2020-12-20,Negative,7716
2020-12-21,Neutral,31636
2020-12-21,Positive,22913
2020-12-21,Negative,7322
2020-12-22,Neutral,27355
2020-12-22,Positive,19785
2020-12-22,Negative,7201
2020-12-23,Neutral,25385
2020-12-23,Positive,18120
2020-12-23,Negative,6590
2020-12-24,Neutral,21031
2020-12-24,Positive,16250
2020-12-24,Negative,5443
2020-12-25,Neutral,25556
2020-12-25,Positive,17069
2020-12-25,Negative,4800
