filename,# of formulae,# of cells with formulae,(# of cells with formulae) / (# of formulae)
daren_farmer_001_1_1.pst.1243.xls,1411,28,0.01984408221119773210
daren_farmer_001_1_1.pst.1244.xls,699,204,0.29184549356223175966
daren_farmer_001_1_1.pst.1245.xls,73,17,0.23287671232876712329
daren_farmer_001_1_1.pst.1246.xls,13624,1792,0.13153258954785672343
daren_farmer_001_1_1.pst.1247.xls,1850,422,0.22810810810810810811
daren_farmer_001_1_1.pst.1248.xls,2143,426,0.19878674755016332245
daren_farmer_001_1_1.pst.1249.xls,2351,497,0.21139940450871969375
daren_farmer_001_1_1.pst.1250.xls,78,7,0.08974358974358974359
daren_farmer_001_1_1.pst.1251.xls,2146,46,0.02143522833178005592
daren_farmer_001_1_1.pst.1253.xls,11654,5863,0.50308906813111378068
daren_farmer_001_1_1.pst.1254.xls,212,0,0E-20
daren_farmer_001_1_1.pst.1257.xls,26469,2371,0.08957648570025312630
daren_farmer_001_1_1.pst.1258.xls,54246,2991,0.05513770600597279062
daren_farmer_001_1_1.pst.1264.xls,4907,0,0E-20
daren_farmer_001_1_1.pst.1265.xls,7265,5694,0.78375774260151410874
daren_farmer_001_1_1.pst.1266.xls,13653,1803,0.13205888815644913206
daren_farmer_001_1_1.pst.1267.xls,2902,718,0.24741557546519641626
daren_farmer_001_1_1.pst.1268.xls,2018,1630,0.80773042616451932607
daren_farmer_001_1_1.pst.1269.xls,72,7,0.09722222222222222222
daren_farmer_001_1_1.pst.1273.xls,26483,2372,0.08956689196843257939
daren_farmer_001_1_1.pst.1274.xls,26515,2374,0.08953422590986234207
daren_farmer_001_1_1.pst.1275.xls,854,192,0.22482435597189695550
daren_farmer_001_1_1.pst.1276.xls,76,5,0.06578947368421052632
daren_farmer_001_1_1.pst.1277.xls,2172,438,0.20165745856353591160
daren_farmer_001_1_1.pst.1278.xls,12023,1259,0.10471596107460700324
daren_farmer_001_1_1.pst.1279.xls,2284,454,0.19877408056042031524
daren_farmer_001_1_1.pst.1281.xls,233,0,0E-20
daren_farmer_001_1_1.pst.1283.xls,65297,1,0.000015314639263672144203
daren_farmer_001_1_1.pst.1285.xls,78,0,0E-20
daren_farmer_001_1_1.pst.1286.xls,107,0,0E-20
daren_farmer_001_1_1.pst.1287.xls,33,0,0E-20
daren_farmer_001_1_1.pst.1289.xls,8795,0,0E-20
daren_farmer_001_1_1.pst.270.xls,1158,0,0E-20
daren_farmer_001_1_1.pst.615.xls,12081,1263,0.10454432580084430097
daren_farmer_001_1_1.pst.616.xls,12188,1277,0.10477518871020676075
daren_farmer_001_1_1.pst.617.xls,1019,271,0.26594700686947988224
daren_farmer_001_1_1.pst.618.xls,12674,1276,0.10067855452106675083
daren_farmer_001_1_1.pst.622.xls,12737,1286,0.10096569050796890948
daren_farmer_001_1_1.pst.623.xls,9354,5090,0.54415223433825101561
daren_farmer_001_1_1.pst.624.xls,13357,1301,0.09740211125252676499
daren_farmer_001_1_1.pst.625.xls,13455,1307,0.09713861018208844296
daren_farmer_001_1_1.pst.626.xls,13472,1307,0.09701603325415676960
daren_farmer_001_1_1.pst.627.xls,13498,1315,0.09742184027263298266
darrell_schoolcraft_000_1_1_1.pst.0.xls,366,154,0.42076502732240437158
darrell_schoolcraft_000_1_1_1.pst.1.xls,81,0,0E-20
darrell_schoolcraft_000_1_1_1.pst.10.xls,69,0,0E-20
darrell_schoolcraft_000_1_1_1.pst.100.xls,9128,3175,0.34783085013146362840
darrell_schoolcraft_000_1_1_1.pst.101.xls,9645,3176,0.32928978745463970969
darrell_schoolcraft_000_1_1_1.pst.102.xls,9478,3180,0.33551382148132517409
darrell_schoolcraft_000_1_1_1.pst.103.xls,71,14,0.19718309859154929577
darrell_schoolcraft_000_1_1_1.pst.104.xls,79,0,0E-20
darrell_schoolcraft_000_1_1_1.pst.105.xls,7286,3148,0.43206148778479275323
darrell_schoolcraft_000_1_1_1.pst.106.xls,125,66,0.52800000000000000000
darrell_schoolcraft_000_1_1_1.pst.107.xls,7361,3148,0.42765928542317619889
darrell_schoolcraft_000_1_1_1.pst.108.xls,7609,3173,0.41700617689578131160
darrell_schoolcraft_000_1_1_1.pst.109.xls,112,15,0.13392857142857142857
darrell_schoolcraft_000_1_1_1.pst.11.xls,69,0,0E-20
darrell_schoolcraft_000_1_1_1.pst.110.xls,328,89,0.27134146341463414634
darrell_schoolcraft_000_1_1_1.pst.111.xls,7966,3187,0.40007532011046949536
darrell_schoolcraft_000_1_1_1.pst.112.xls,126,66,0.52380952380952380952
darrell_schoolcraft_000_1_1_1.pst.113.xls,8186,3189,0.38956755436110432446
darrell_schoolcraft_000_1_1_1.pst.114.xls,8775,3185,0.36296296296296296296
darrell_schoolcraft_000_1_1_1.pst.115.xls,8811,3200,0.36318238565429576666
darrell_schoolcraft_000_1_1_1.pst.116.xls,8958,3206,0.35789238669345836124
darrell_schoolcraft_000_1_1_1.pst.117.xls,9228,3190,0.34568703944516688340
darrell_schoolcraft_000_1_1_1.pst.118.xls,9346,3192,0.34153648619730365932
darrell_schoolcraft_000_1_1_1.pst.119.xls,9437,3195,0.33856098336335699905
darrell_schoolcraft_000_1_1_1.pst.12.xls,75,0,0E-20
darrell_schoolcraft_000_1_1_1.pst.120.xls,347,104,0.29971181556195965418
darrell_schoolcraft_000_1_1_1.pst.121.xls,319,0,0E-20
darrell_schoolcraft_000_1_1_1.pst.122.xls,277,61,0.22021660649819494585
darrell_schoolcraft_000_1_1_1.pst.123.xls,7252,3178,0.43822393822393822394
darrell_schoolcraft_000_1_1_1.pst.124.xls,280,0,0E-20
darrell_schoolcraft_000_1_1_1.pst.125.xls,129,65,0.50387596899224806202
darrell_schoolcraft_000_1_1_1.pst.126.xls,8148,3291,0.40390279823269513991
darrell_schoolcraft_000_1_1_1.pst.127.xls,8364,3280,0.39215686274509803922
darrell_schoolcraft_000_1_1_1.pst.128.xls,161,0,0E-20
darrell_schoolcraft_000_1_1_1.pst.129.xls,161,0,0E-20
darrell_schoolcraft_000_1_1_1.pst.13.xls,69,0,0E-20
darrell_schoolcraft_000_1_1_1.pst.130.xls,243,0,0E-20
darrell_schoolcraft_000_1_1_1.pst.131.xls,8821,3289,0.37286021992971318445
darrell_schoolcraft_000_1_1_1.pst.132.xls,243,0,0E-20
darrell_schoolcraft_000_1_1_1.pst.133.xls,243,0,0E-20
darrell_schoolcraft_000_1_1_1.pst.134.xls,243,0,0E-20
darrell_schoolcraft_000_1_1_1.pst.135.xls,129,65,0.50387596899224806202
darrell_schoolcraft_000_1_1_1.pst.136.xls,1594,0,0E-20
darrell_schoolcraft_000_1_1_1.pst.137.xls,126,0,0E-20
darrell_schoolcraft_000_1_1_1.pst.138.xls,39534,14,0.00035412556280669803
darrell_schoolcraft_000_1_1_1.pst.139.xls,8576,3183,0.37115205223880597015
darrell_schoolcraft_000_1_1_1.pst.14.xls,69,0,0E-20
darrell_schoolcraft_000_1_1_1.pst.140.xls,209,26,0.12440191387559808612
darrell_schoolcraft_000_1_1_1.pst.141.xls,1031,507,0.49175557710960232784
darrell_schoolcraft_000_1_1_1.pst.142.xls,2050,1410,0.68780487804878048780
darrell_schoolcraft_000_1_1_1.pst.143.xls,6412,3166,0.49376169681846537742
darrell_schoolcraft_000_1_1_1.pst.144.xls,540,0,0E-20
darrell_schoolcraft_000_1_1_1.pst.145.xls,646,0,0E-20
darrell_schoolcraft_000_1_1_1.pst.146.xls,176,0,0E-20
darrell_schoolcraft_000_1_1_1.pst.147.xls,572,0,0E-20
darrell_schoolcraft_000_1_1_1.pst.149.xls,8897,3176,0.35697426098684949983
darrell_schoolcraft_000_1_1_1.pst.15.xls,69,0,0E-20
darrell_schoolcraft_000_1_1_1.pst.151.xls,8931,3183,0.35639905945582801478
darrell_schoolcraft_000_1_1_1.pst.152.xls,1041,507,0.48703170028818443804
darrell_schoolcraft_000_1_1_1.pst.153.xls,205,3,0.01463414634146341463
darrell_schoolcraft_000_1_1_1.pst.154.xls,2186,1504,0.68801463860933211345
darrell_schoolcraft_000_1_1_1.pst.155.xls,9016,3180,0.35270629991126885537
darrell_schoolcraft_000_1_1_1.pst.156.xls,209,26,0.12440191387559808612
darrell_schoolcraft_000_1_1_1.pst.157.xls,79,0,0E-20
darrell_schoolcraft_000_1_1_1.pst.158.xls,6652,3166,0.47594708358388454600
darrell_schoolcraft_000_1_1_1.pst.159.xls,2322,1598,0.68819982773471145564
darrell_schoolcraft_000_1_1_1.pst.16.xls,76,0,0E-20
darrell_schoolcraft_000_1_1_1.pst.160.xls,1051,507,0.48239771646051379638
darrell_schoolcraft_000_1_1_1.pst.162.xls,9093,3179,0.34960958979434730012
darrell_schoolcraft_000_1_1_1.pst.164.xls,1061,507,0.47785108388312912347
darrell_schoolcraft_000_1_1_1.pst.165.xls,204,3,0.01470588235294117647
darrell_schoolcraft_000_1_1_1.pst.166.xls,206,3,0.01456310679611650485
darrell_schoolcraft_000_1_1_1.pst.167.xls,2733,1880,0.68788876692279546286
darrell_schoolcraft_000_1_1_1.pst.169.xls,1071,507,0.47338935574229691877
darrell_schoolcraft_000_1_1_1.pst.17.xls,75,0,0E-20
darrell_schoolcraft_000_1_1_1.pst.170.xls,1081,507,0.46901017576318223867
darrell_schoolcraft_000_1_1_1.pst.171.xls,3936,0,0E-20
darrell_schoolcraft_000_1_1_1.pst.172.xls,1558,0,0E-20
darrell_schoolcraft_000_1_1_1.pst.173.xls,1218,0,0E-20
darrell_schoolcraft_000_1_1_1.pst.174.xls,138,0,0E-20
darrell_schoolcraft_000_1_1_1.pst.175.xls,549,2,0.00364298724954462659
darrell_schoolcraft_000_1_1_1.pst.176.xls,1091,507,0.46471127406049495875
darrell_schoolcraft_000_1_1_1.pst.177.xls,6700,3166,0.47253731343283582090
darrell_schoolcraft_000_1_1_1.pst.179.xls,206,3,0.01456310679611650485
darrell_schoolcraft_000_1_1_1.pst.18.xls,76,0,0E-20
darrell_schoolcraft_000_1_1_1.pst.180.xls,2869,1974,0.68804461484837922621
darrell_schoolcraft_000_1_1_1.pst.181.xls,3676,0,0E-20
darrell_schoolcraft_000_1_1_1.pst.182.xls,3676,0,0E-20
darrell_schoolcraft_000_1_1_1.pst.183.xls,39534,14,0.00035412556280669803
darrell_schoolcraft_000_1_1_1.pst.184.xls,2870,1974,0.68780487804878048780
darrell_schoolcraft_000_1_1_1.pst.186.xls,6748,3166,0.46917605216360403082
darrell_schoolcraft_000_1_1_1.pst.188.xls,2024,972,0.48023715415019762846
darrell_schoolcraft_000_1_1_1.pst.189.xls,3006,2068,0.68795741849634065203
darrell_schoolcraft_000_1_1_1.pst.19.xls,76,0,0E-20
darrell_schoolcraft_000_1_1_1.pst.191.xls,206,3,0.01456310679611650485
darrell_schoolcraft_000_1_1_1.pst.193.xls,95,0,0E-20
darrell_schoolcraft_000_1_1_1.pst.194.xls,95,0,0E-20
darrell_schoolcraft_000_1_1_1.pst.195.xls,900,0,0E-20
darrell_schoolcraft_000_1_1_1.pst.196.xls,212,0,0E-20
darrell_schoolcraft_000_1_1_1.pst.197.xls,608,0,0E-20
darrell_schoolcraft_000_1_1_1.pst.198.xls,572,0,0E-20
darrell_schoolcraft_000_1_1_1.pst.199.xls,6796,3166,0.46586227192466156563
darrell_schoolcraft_000_1_1_1.pst.2.xls,69,0,0E-20
darrell_schoolcraft_000_1_1_1.pst.20.xls,76,0,0E-20
darrell_schoolcraft_000_1_1_1.pst.201.xls,2034,972,0.47787610619469026549
darrell_schoolcraft_000_1_1_1.pst.202.xls,206,3,0.01456310679611650485
darrell_schoolcraft_000_1_1_1.pst.204.xls,3142,2162,0.68809675366008911521
darrell_schoolcraft_000_1_1_1.pst.205.xls,206,3,0.01456310679611650485
darrell_schoolcraft_000_1_1_1.pst.207.xls,5356,3196,0.59671396564600448096
darrell_schoolcraft_000_1_1_1.pst.208.xls,136,94,0.69117647058823529412
darrell_schoolcraft_000_1_1_1.pst.209.xls,206,3,0.01456310679611650485
darrell_schoolcraft_000_1_1_1.pst.21.xls,76,0,0E-20
darrell_schoolcraft_000_1_1_1.pst.211.xls,1592,0,0E-20
darrell_schoolcraft_000_1_1_1.pst.212.xls,1728,972,0.56250000000000000000
darrell_schoolcraft_000_1_1_1.pst.213.xls,5502,3196,0.58087968011632133770
darrell_schoolcraft_000_1_1_1.pst.214.xls,128,66,0.51562500000000000000
darrell_schoolcraft_000_1_1_1.pst.215.xls,272,188,0.69117647058823529412
darrell_schoolcraft_000_1_1_1.pst.216.xls,206,3,0.01456310679611650485
darrell_schoolcraft_000_1_1_1.pst.217.xls,204,3,0.01470588235294117647
darrell_schoolcraft_000_1_1_1.pst.218.xls,206,3,0.01456310679611650485
darrell_schoolcraft_000_1_1_1.pst.219.xls,10363,7404,0.71446492328476309949
darrell_schoolcraft_000_1_1_1.pst.22.xls,76,0,0E-20
darrell_schoolcraft_000_1_1_1.pst.220.xls,9774,3175,0.32484141600163699611
darrell_schoolcraft_000_1_1_1.pst.221.xls,1218,0,0E-20
darrell_schoolcraft_000_1_1_1.pst.222.xls,138,0,0E-20
darrell_schoolcraft_000_1_1_1.pst.223.xls,3880,0,0E-20
darrell_schoolcraft_000_1_1_1.pst.224.xls,1749,972,0.55574614065180102916
darrell_schoolcraft_000_1_1_1.pst.225.xls,1628,0,0E-20
darrell_schoolcraft_000_1_1_1.pst.226.xls,5548,3196,0.57606344628695025234
darrell_schoolcraft_000_1_1_1.pst.227.xls,1762,973,0.55221339387060158910
darrell_schoolcraft_000_1_1_1.pst.229.xls,408,282,0.69117647058823529412
darrell_schoolcraft_000_1_1_1.pst.23.xls,79,0,0E-20
darrell_schoolcraft_000_1_1_1.pst.230.xls,206,3,0.01456310679611650485
darrell_schoolcraft_000_1_1_1.pst.231.xls,3572,0,0E-20
darrell_schoolcraft_000_1_1_1.pst.232.xls,3572,0,0E-20
darrell_schoolcraft_000_1_1_1.pst.233.xls,544,376,0.69117647058823529412
darrell_schoolcraft_000_1_1_1.pst.234.xls,5596,3196,0.57112223016440314510
darrell_schoolcraft_000_1_1_1.pst.235.xls,206,3,0.01456310679611650485
darrell_schoolcraft_000_1_1_1.pst.238.xls,5644,3196,0.56626506024096385542
darrell_schoolcraft_000_1_1_1.pst.24.xls,79,0,0E-20
darrell_schoolcraft_000_1_1_1.pst.240.xls,1786,973,0.54479283314669652856
darrell_schoolcraft_000_1_1_1.pst.241.xls,680,470,0.69117647058823529412
darrell_schoolcraft_000_1_1_1.pst.242.xls,206,3,0.01456310679611650485
darrell_schoolcraft_000_1_1_1.pst.243.xls,1512,0,0E-20
darrell_schoolcraft_000_1_1_1.pst.244.xls,426,0,0E-20
darrell_schoolcraft_000_1_1_1.pst.245.xls,210,0,0E-20
darrell_schoolcraft_000_1_1_1.pst.249.xls,53,16,0.30188679245283018868
darrell_schoolcraft_000_1_1_1.pst.25.xls,79,0,0E-20
darrell_schoolcraft_000_1_1_1.pst.250.xls,206,3,0.01456310679611650485
darrell_schoolcraft_000_1_1_1.pst.253.xls,5692,3196,0.56148981026001405481
darrell_schoolcraft_000_1_1_1.pst.254.xls,1664,0,0E-20
darrell_schoolcraft_000_1_1_1.pst.255.xls,1988,0,0E-20
darrell_schoolcraft_000_1_1_1.pst.256.xls,1988,0,0E-20
darrell_schoolcraft_000_1_1_1.pst.257.xls,1254,0,0E-20
darrell_schoolcraft_000_1_1_1.pst.258.xls,138,0,0E-20
darrell_schoolcraft_000_1_1_1.pst.259.xls,16,0,0E-20
darrell_schoolcraft_000_1_1_1.pst.26.xls,79,0,0E-20
darrell_schoolcraft_000_1_1_1.pst.261.xls,7565,3171,0.41916721744877726371
darrell_schoolcraft_000_1_1_1.pst.262.xls,5838,3196,0.54744775608084960603
darrell_schoolcraft_000_1_1_1.pst.263.xls,206,3,0.01456310679611650485
darrell_schoolcraft_000_1_1_1.pst.264.xls,206,3,0.01456310679611650485
darrell_schoolcraft_000_1_1_1.pst.265.xls,206,3,0.01456310679611650485
darrell_schoolcraft_000_1_1_1.pst.266.xls,1810,973,0.53756906077348066298
darrell_schoolcraft_000_1_1_1.pst.269.xls,1822,973,0.53402854006586169045
darrell_schoolcraft_000_1_1_1.pst.27.xls,79,0,0E-20
darrell_schoolcraft_000_1_1_1.pst.271.xls,1834,973,0.53053435114503816794
darrell_schoolcraft_000_1_1_1.pst.272.xls,5884,3196,0.54316791298436437797
darrell_schoolcraft_000_1_1_1.pst.274.xls,206,3,0.01456310679611650485
darrell_schoolcraft_000_1_1_1.pst.275.xls,1088,754,0.69301470588235294118
darrell_schoolcraft_000_1_1_1.pst.276.xls,2013,0,0E-20
darrell_schoolcraft_000_1_1_1.pst.277.xls,2013,0,0E-20
darrell_schoolcraft_000_1_1_1.pst.278.xls,206,3,0.01456310679611650485
darrell_schoolcraft_000_1_1_1.pst.279.xls,5932,3196,0.53877275792312879299
darrell_schoolcraft_000_1_1_1.pst.28.xls,79,0,0E-20
darrell_schoolcraft_000_1_1_1.pst.281.xls,206,3,0.01456310679611650485
darrell_schoolcraft_000_1_1_1.pst.282.xls,112,15,0.13392857142857142857
darrell_schoolcraft_000_1_1_1.pst.283.xls,1224,848,0.69281045751633986928
darrell_schoolcraft_000_1_1_1.pst.285.xls,205,3,0.01463414634146341463
darrell_schoolcraft_000_1_1_1.pst.287.xls,5980,3196,0.53444816053511705686
darrell_schoolcraft_000_1_1_1.pst.288.xls,663,268,0.40422322775263951735
darrell_schoolcraft_000_1_1_1.pst.29.xls,79,0,0E-20
darrell_schoolcraft_000_1_1_1.pst.290.xls,206,2,0.00970873786407766990
darrell_schoolcraft_000_1_1_1.pst.291.xls,1660,0,0E-20
darrell_schoolcraft_000_1_1_1.pst.292.xls,174,0,0E-20
darrell_schoolcraft_000_1_1_1.pst.293.xls,390,0,0E-20
darrell_schoolcraft_000_1_1_1.pst.294.xls,644,0,0E-20
darrell_schoolcraft_000_1_1_1.pst.296.xls,206,3,0.01456310679611650485
darrell_schoolcraft_000_1_1_1.pst.297.xls,36838,3,0.000081437645909115587165
darrell_schoolcraft_000_1_1_1.pst.299.xls,8061,3187,0.39536037712442624984
darrell_schoolcraft_000_1_1_1.pst.3.xls,69,0,0E-20
darrell_schoolcraft_000_1_1_1.pst.30.xls,79,0,0E-20
darrell_schoolcraft_000_1_1_1.pst.300.xls,6028,3196,0.53019243530192435302
darrell_schoolcraft_000_1_1_1.pst.302.xls,206,2,0.00970873786407766990
darrell_schoolcraft_000_1_1_1.pst.303.xls,1496,1036,0.69251336898395721925
darrell_schoolcraft_000_1_1_1.pst.304.xls,1628,0,0E-20
darrell_schoolcraft_000_1_1_1.pst.305.xls,4052,0,0E-20
darrell_schoolcraft_000_1_1_1.pst.306.xls,1364,0,0E-20
darrell_schoolcraft_000_1_1_1.pst.307.xls,138,0,0E-20
darrell_schoolcraft_000_1_1_1.pst.309.xls,206,2,0.00970873786407766990
darrell_schoolcraft_000_1_1_1.pst.31.xls,79,0,0E-20
darrell_schoolcraft_000_1_1_1.pst.311.xls,1772,1224,0.69074492099322799097
darrell_schoolcraft_000_1_1_1.pst.312.xls,206,2,0.00970873786407766990
darrell_schoolcraft_000_1_1_1.pst.313.xls,206,2,0.00970873786407766990
darrell_schoolcraft_000_1_1_1.pst.314.xls,206,2,0.00970873786407766990
darrell_schoolcraft_000_1_1_1.pst.315.xls,206,2,0.00970873786407766990
darrell_schoolcraft_000_1_1_1.pst.316.xls,206,2,0.00970873786407766990
darrell_schoolcraft_000_1_1_1.pst.318.xls,206,2,0.00970873786407766990
darrell_schoolcraft_000_1_1_1.pst.319.xls,206,2,0.00970873786407766990
darrell_schoolcraft_000_1_1_1.pst.32.xls,79,0,0E-20
darrell_schoolcraft_000_1_1_1.pst.320.xls,206,2,0.00970873786407766990
darrell_schoolcraft_000_1_1_1.pst.321.xls,206,2,0.00970873786407766990
darrell_schoolcraft_000_1_1_1.pst.322.xls,1917,973,0.50756390193009911320
darrell_schoolcraft_000_1_1_1.pst.323.xls,1930,973,0.50414507772020725389
darrell_schoolcraft_000_1_1_1.pst.324.xls,529,0,0E-20
darrell_schoolcraft_000_1_1_1.pst.325.xls,6268,3196,0.50989151244416081685
darrell_schoolcraft_000_1_1_1.pst.327.xls,206,2,0.00970873786407766990
darrell_schoolcraft_000_1_1_1.pst.328.xls,2092,0,0E-20
darrell_schoolcraft_000_1_1_1.pst.329.xls,2092,0,0E-20
darrell_schoolcraft_000_1_1_1.pst.33.xls,79,0,0E-20
darrell_schoolcraft_000_1_1_1.pst.331.xls,6316,3196,0.50601646611779607346
darrell_schoolcraft_000_1_1_1.pst.332.xls,206,2,0.00970873786407766990
darrell_schoolcraft_000_1_1_1.pst.333.xls,2044,1412,0.69080234833659491194
darrell_schoolcraft_000_1_1_1.pst.334.xls,206,2,0.00970873786407766990
darrell_schoolcraft_000_1_1_1.pst.338.xls,392,0,0E-20
darrell_schoolcraft_000_1_1_1.pst.339.xls,1702,0,0E-20
darrell_schoolcraft_000_1_1_1.pst.34.xls,79,0,0E-20
darrell_schoolcraft_000_1_1_1.pst.341.xls,206,2,0.00970873786407766990
darrell_schoolcraft_000_1_1_1.pst.342.xls,204,2,0.00980392156862745098
darrell_schoolcraft_000_1_1_1.pst.343.xls,2180,1506,0.69082568807339449541
darrell_schoolcraft_000_1_1_1.pst.344.xls,126,66,0.52380952380952380952
darrell_schoolcraft_000_1_1_1.pst.345.xls,6364,3196,0.50219987429289754871
darrell_schoolcraft_000_1_1_1.pst.347.xls,104,1,0.00961538461538461538
darrell_schoolcraft_000_1_1_1.pst.348.xls,1808,0,0E-20
darrell_schoolcraft_000_1_1_1.pst.35.xls,79,0,0E-20
darrell_schoolcraft_000_1_1_1.pst.350.xls,644,0,0E-20
darrell_schoolcraft_000_1_1_1.pst.351.xls,2116,0,0E-20
darrell_schoolcraft_000_1_1_1.pst.352.xls,1472,0,0E-20
darrell_schoolcraft_000_1_1_1.pst.353.xls,426,0,0E-20
darrell_schoolcraft_000_1_1_1.pst.354.xls,6510,3196,0.49093701996927803379
darrell_schoolcraft_000_1_1_1.pst.355.xls,2318,1600,0.69025021570319240725
darrell_schoolcraft_000_1_1_1.pst.356.xls,204,2,0.00980392156862745098
darrell_schoolcraft_000_1_1_1.pst.357.xls,203,2,0.00985221674876847291
darrell_schoolcraft_000_1_1_1.pst.358.xls,204,2,0.00980392156862745098
darrell_schoolcraft_000_1_1_1.pst.36.xls,79,0,0E-20
darrell_schoolcraft_000_1_1_1.pst.360.xls,599,37,0.06176961602671118531
darrell_schoolcraft_000_1_1_1.pst.361.xls,51,0,0E-20
darrell_schoolcraft_000_1_1_1.pst.362.xls,2002,973,0.48601398601398601399
darrell_schoolcraft_000_1_1_1.pst.363.xls,882,457,0.51814058956916099773
darrell_schoolcraft_000_1_1_1.pst.364.xls,13841,9940,0.71815620258651831515
darrell_schoolcraft_000_1_1_1.pst.365.xls,583,0,0E-20
darrell_schoolcraft_000_1_1_1.pst.366.xls,6556,3196,0.48749237339841366687
darrell_schoolcraft_000_1_1_1.pst.368.xls,204,2,0.00980392156862745098
darrell_schoolcraft_000_1_1_1.pst.369.xls,2014,973,0.48311817279046673287
darrell_schoolcraft_000_1_1_1.pst.37.xls,80,0,0E-20
darrell_schoolcraft_000_1_1_1.pst.370.xls,2454,1694,0.69030154849225753871
darrell_schoolcraft_000_1_1_1.pst.371.xls,2091,0,0E-20
darrell_schoolcraft_000_1_1_1.pst.372.xls,2091,0,0E-20
darrell_schoolcraft_000_1_1_1.pst.374.xls,206,2,0.00970873786407766990
darrell_schoolcraft_000_1_1_1.pst.375.xls,204,2,0.00980392156862745098
darrell_schoolcraft_000_1_1_1.pst.377.xls,6604,3196,0.48394912174439733495
darrell_schoolcraft_000_1_1_1.pst.379.xls,2026,973,0.48025666337611056269
darrell_schoolcraft_000_1_1_1.pst.380.xls,1986,0,0E-20
darrell_schoolcraft_000_1_1_1.pst.381.xls,462,0,0E-20
darrell_schoolcraft_000_1_1_1.pst.382.xls,246,0,0E-20
darrell_schoolcraft_000_1_1_1.pst.383.xls,716,0,0E-20
darrell_schoolcraft_000_1_1_1.pst.385.xls,206,2,0.00970873786407766990
darrell_schoolcraft_000_1_1_1.pst.386.xls,2038,973,0.47742885181550539745
darrell_schoolcraft_000_1_1_1.pst.387.xls,204,2,0.00980392156862745098
darrell_schoolcraft_000_1_1_1.pst.388.xls,2592,1788,0.68981481481481481481
darrell_schoolcraft_000_1_1_1.pst.39.xls,79,0,0E-20
darrell_schoolcraft_000_1_1_1.pst.391.xls,1298,0,0E-20
darrell_schoolcraft_000_1_1_1.pst.392.xls,204,2,0.00980392156862745098
darrell_schoolcraft_000_1_1_1.pst.393.xls,136,94,0.69117647058823529412
darrell_schoolcraft_000_1_1_1.pst.394.xls,2049,973,0.47486578818936066374
darrell_schoolcraft_000_1_1_1.pst.395.xls,1808,0,0E-20
darrell_schoolcraft_000_1_1_1.pst.396.xls,2126,0,0E-20
darrell_schoolcraft_000_1_1_1.pst.397.xls,2126,0,0E-20
darrell_schoolcraft_000_1_1_1.pst.398.xls,1474,0,0E-20
darrell_schoolcraft_000_1_1_1.pst.399.xls,426,0,0E-20
darrell_schoolcraft_000_1_1_1.pst.4.xls,69,0,0E-20
darrell_schoolcraft_000_1_1_1.pst.40.xls,79,0,0E-20
darrell_schoolcraft_000_1_1_1.pst.400.xls,56,0,0E-20
darrell_schoolcraft_000_1_1_1.pst.401.xls,928,279,0.30064655172413793103
darrell_schoolcraft_000_1_1_1.pst.402.xls,883,327,0.37032842582106455266
darrell_schoolcraft_000_1_1_1.pst.403.xls,64,15,0.23437500000000000000
darrell_schoolcraft_000_1_1_1.pst.404.xls,928,279,0.30064655172413793103
darrell_schoolcraft_000_1_1_1.pst.405.xls,42,0,0E-20
darrell_schoolcraft_000_1_1_1.pst.406.xls,209,26,0.12440191387559808612
darrell_schoolcraft_000_1_1_1.pst.409.xls,2448,0,0E-20
darrell_schoolcraft_000_1_1_1.pst.41.xls,79,0,0E-20
darrell_schoolcraft_000_1_1_1.pst.410.xls,161,0,0E-20
darrell_schoolcraft_000_1_1_1.pst.417.xls,8250,3872,0.46933333333333333333
darrell_schoolcraft_000_1_1_1.pst.418.xls,204,3,0.01470588235294117647
darrell_schoolcraft_000_1_1_1.pst.419.xls,206,3,0.01456310679611650485
darrell_schoolcraft_000_1_1_1.pst.42.xls,79,0,0E-20
darrell_schoolcraft_000_1_1_1.pst.420.xls,379,24,0.06332453825857519789
darrell_schoolcraft_000_1_1_1.pst.421.xls,1513,1034,0.68341044282881692003
darrell_schoolcraft_000_1_1_1.pst.422.xls,209,3,0.01435406698564593301
darrell_schoolcraft_000_1_1_1.pst.423.xls,1713,0,0E-20
darrell_schoolcraft_000_1_1_1.pst.424.xls,1713,0,0E-20
darrell_schoolcraft_000_1_1_1.pst.425.xls,91,0,0E-20
darrell_schoolcraft_000_1_1_1.pst.426.xls,209,26,0.12440191387559808612
darrell_schoolcraft_000_1_1_1.pst.427.xls,9550,3034,0.31769633507853403141
darrell_schoolcraft_000_1_1_1.pst.428.xls,10830,7713,0.71218836565096952909
darrell_schoolcraft_000_1_1_1.pst.429.xls,180,0,0E-20
darrell_schoolcraft_000_1_1_1.pst.43.xls,79,0,0E-20
darrell_schoolcraft_000_1_1_1.pst.430.xls,498,0,0E-20
darrell_schoolcraft_000_1_1_1.pst.431.xls,174,0,0E-20
darrell_schoolcraft_000_1_1_1.pst.432.xls,322,0,0E-20
darrell_schoolcraft_000_1_1_1.pst.433.xls,9812,3033,0.30911129229514879739
darrell_schoolcraft_000_1_1_1.pst.434.xls,5452,3166,0.58070432868672046955
darrell_schoolcraft_000_1_1_1.pst.437.xls,209,26,0.12440191387559808612
darrell_schoolcraft_000_1_1_1.pst.438.xls,408,282,0.69117647058823529412
